,League,Season,Team,Sequence,seq_len
1211,La_Liga,2013,Vallecano,"[3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 3, 3, 3, 1, 3, 0, 3, 1, 3, 3, 0, 0, 0]",38
1212,La_Liga,2013,Villarreal,"[3, 3, 3, 1, 1, 3, 0, 3, 0, 3, 0, 3, 1, 3, 1, 0, 0, 3, 3, 3, 0, 3, 0, 0, 3, 1, 0, 1, 0, 3, 1, 0, 3, 0, 0, 1, 3, 3]",38
1213,La_Liga,2014,Almeria,"[1, 0, 1, 3, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0]",38
1214,La_Liga,2014,Ath Bilbao,"[0, 3, 0, 0, 0, 1, 0, 1, 3, 3, 1, 3, 3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 1, 3, 3, 3, 3, 3, 0, 1, 0, 3, 3, 1, 1, 1, 3, 3]",38
1215,La_Liga,2014,Ath Madrid,"[1, 3, 3, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 0, 3, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 0, 1]",38
1216,La_Liga,2014,Barcelona,"[3, 3, 3, 3, 1, 3, 3, 3, 0, 0, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1]",38
1217,La_Liga,2014,Celta,"[3, 1, 1, 1, 3, 3, 0, 1, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 3, 3, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 1, 1, 1, 3]",38
1218,La_Liga,2014,Cordoba,"[0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 3, 1, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",38
1219,La_Liga,2014,Eibar,"[3, 0, 0, 3, 1, 1, 1, 0, 1, 3, 0, 0, 3, 3, 1, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 3]",38
1220,La_Liga,2014,Elche,"[0, 1, 3, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 1, 3, 3, 0, 0, 3, 3, 0, 1, 3, 0, 0, 1, 0, 3, 3, 0, 3, 3, 0, 0, 1]",38
1221,La_Liga,2014,Espanol,"[1, 0, 0, 1, 3, 1, 3, 0, 1, 0, 1, 0, 3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 3, 0, 3, 0, 1, 1, 1, 3, 3, 1, 0, 3, 1, 3, 0, 0]",38
1222,La_Liga,2014,Getafe,"[0, 3, 0, 0, 0, 3, 1, 3, 0, 3, 1, 0, 0, 1, 1, 1, 0, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 1, 0]",38
1223,La_Liga,2014,Granada,"[3, 1, 1, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 3, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 3, 3, 3, 1]",38
1224,La_Liga,2014,La Coruna,"[0, 1, 3, 0, 0, 0, 0, 3, 1, 0, 1, 1, 0, 0, 3, 0, 3, 1, 0, 1, 3, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 3, 1]",38
1225,La_Liga,2014,Levante,"[0, 0, 1, 0, 3, 0, 1, 0, 0, 3, 1, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 3, 0, 0, 1, 3, 3, 0, 1, 0, 1]",38
1226,La_Liga,2014,Malaga,"[3, 0, 1, 1, 1, 0, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 0, 1, 0, 1, 3, 0, 0, 3, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 3, 0, 0]",38
1227,La_Liga,2014,Real Madrid,"[3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3]",38
1228,La_Liga,2014,Sevilla,"[1, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 0, 3, 3, 1, 3, 3, 3, 0, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 3, 1, 1, 3, 3, 0, 1, 3, 3]",38
1229,La_Liga,2014,Sociedad,"[0, 3, 1, 0, 0, 1, 0, 0, 1, 0, 3, 1, 3, 0, 1, 1, 3, 1, 0, 3, 0, 1, 1, 3, 0, 3, 3, 3, 1, 0, 1, 0, 1, 1, 3, 0, 0, 3]",38
1230,La_Liga,2014,Valencia,"[1, 3, 3, 3, 3, 1, 3, 0, 3, 3, 1, 0, 0, 1, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 1, 3, 3, 1, 1, 3, 0, 3, 1, 3, 1, 1, 3]",38
1231,La_Liga,2014,Vallecano,"[1, 1, 0, 0, 3, 3, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 3, 3, 0, 0, 3, 0, 1, 1, 3, 3, 0]",38
1232,La_Liga,2014,Villarreal,"[3, 0, 1, 3, 1, 0, 3, 3, 0, 0, 1, 3, 3, 3, 3, 3, 1, 1, 3, 3, 0, 3, 0, 3, 1, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 3, 3, 0]",38
1233,La_Liga,2015,Ath Bilbao,"[0, 0, 3, 0, 0, 1, 3, 1, 3, 3, 3, 0, 3, 1, 0, 3, 3, 1, 0, 0, 3, 3, 1, 0, 0, 3, 3, 3, 3, 0, 1, 3, 3, 0, 1, 3, 1, 3]",38
1234,La_Liga,2015,Ath Madrid,"[3, 3, 0, 3, 3, 0, 1, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3]",38
1235,La_Liga,2015,Barcelona,"[3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 0, 0, 3, 3, 3, 3, 3]",38
1236,La_Liga,2015,Betis,"[1, 0, 3, 1, 0, 3, 3, 0, 1, 0, 3, 0, 3, 1, 0, 1, 0, 0, 0, 1, 1, 0, 3, 1, 1, 1, 3, 3, 0, 0, 0, 3, 1, 3, 0, 0, 1, 3]",38
1237,La_Liga,2015,Celta,"[3, 3, 1, 3, 3, 1, 1, 3, 0, 3, 0, 0, 3, 1, 3, 3, 0, 0, 0, 3, 0, 0, 1, 0, 3, 3, 1, 0, 3, 3, 1, 3, 1, 1, 3, 0, 3, 0]",38
1238,La_Liga,2015,Eibar,"[3, 3, 1, 0, 1, 1, 3, 1, 0, 3, 3, 1, 0, 0, 1, 0, 3, 3, 3, 3, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 1, 0, 1, 0]",38
1239,La_Liga,2015,Espanol,"[3, 0, 0, 3, 3, 0, 0, 3, 0, 1, 0, 3, 0, 1, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 3, 3, 0, 3, 1, 3, 1, 0, 0, 1, 0, 3, 0, 3]",38
1240,La_Liga,2015,Getafe,"[0, 0, 0, 3, 0, 3, 1, 3, 0, 0, 0, 1, 3, 0, 1, 1, 1, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 3, 1, 0]",38
1241,La_Liga,2015,Granada,"[0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 1, 1, 1, 1, 0, 3, 0, 3, 3, 0]",38
1242,La_Liga,2015,La Coruna,"[1, 1, 3, 0, 3, 3, 1, 1, 0, 1, 1, 3, 3, 1, 1, 3, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 3, 1, 0, 1, 0, 1, 0, 3, 0]",38
1243,La_Liga,2015,Las Palmas,"[0, 1, 1, 0, 3, 0, 0, 0, 1, 0, 3, 1, 0, 0, 3, 0, 3, 1, 1, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 3, 3, 3, 1, 0, 3, 0, 1, 0]",38
1244,La_Liga,2015,Levante,"[0, 1, 1, 0, 1, 0, 3, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 1, 3, 0, 1, 0, 3, 0, 1, 0, 3, 0]",38
1245,La_Liga,2015,Malaga,"[1, 0, 1, 0, 0, 1, 3, 0, 3, 0, 0, 0, 1, 1, 3, 3, 3, 3, 1, 0, 0, 3, 3, 0, 1, 1, 0, 1, 3, 3, 1, 1, 0, 1, 0, 3, 0, 3]",38
1246,La_Liga,2015,Real Madrid,"[1, 3, 3, 3, 3, 1, 1, 3, 3, 3, 0, 0, 3, 3, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",38
1247,La_Liga,2015,Sevilla,"[1, 0, 1, 0, 0, 3, 3, 1, 3, 0, 3, 0, 3, 1, 3, 1, 3, 0, 3, 3, 1, 3, 1, 3, 1, 0, 3, 1, 3, 0, 0, 0, 1, 0, 3, 0, 0, 0]",38
1248,La_Liga,2015,Sociedad,"[1, 1, 0, 0, 3, 1, 0, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 1, 3, 1, 0, 3, 3, 3, 3, 1, 0, 1, 0, 0, 3, 3, 0, 0, 1, 0, 3, 3]",38
1249,La_Liga,2015,Sp Gijon,"[1, 1, 0, 3, 0, 0, 3, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3, 1, 1, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 3, 0, 3, 1, 3]",38
1250,La_Liga,2015,Valencia,"[1, 1, 3, 1, 0, 3, 0, 3, 0, 3, 3, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0]",38
1251,La_Liga,2015,Vallecano,"[1, 0, 0, 3, 3, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 3, 1, 1, 1, 0, 0, 1, 1, 3, 0, 3, 1, 0, 0, 0, 3]",38
1252,La_Liga,2015,Villarreal,"[1, 3, 3, 3, 3, 3, 0, 0, 1, 3, 0, 1, 0, 3, 3, 3, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 0, 1, 3, 3, 0, 0, 1, 3, 0, 0]",38
1253,La_Liga,2016,Alaves,"[1, 1, 3, 1, 0, 3, 0, 1, 0, 0, 3, 0, 3, 1, 1, 3, 1, 0, 1, 1, 3, 0, 3, 3, 0, 1, 3, 3, 0, 0, 0, 3, 1, 1, 3, 3, 3, 1]",38
1254,La_Liga,2016,Ath Bilbao,"[0, 0, 3, 3, 3, 3, 0, 3, 0, 1, 1, 3, 0, 3, 0, 3, 1, 1, 1, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 0, 1, 0]",38
1255,La_Liga,2016,Ath Madrid,"[1, 1, 3, 3, 1, 3, 3, 3, 0, 3, 0, 0, 3, 1, 0, 3, 3, 3, 1, 1, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 1, 3]",38
1256,La_Liga,2016,Barcelona,"[3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3]",38
1257,La_Liga,2016,Betis,"[0, 1, 3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 0, 1, 3, 0, 3, 0, 1, 1, 1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 1, 1]",38
1258,La_Liga,2016,Celta,"[0, 0, 0, 1, 3, 3, 3, 0, 3, 1, 3, 0, 3, 1, 0, 0, 3, 3, 0, 3, 0, 3, 1, 1, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]",38
1259,La_Liga,2016,Eibar,"[0, 3, 3, 1, 0, 3, 1, 0, 1, 3, 0, 3, 3, 0, 1, 1, 0, 3, 0, 3, 3, 3, 0, 3, 1, 0, 1, 1, 3, 3, 3, 0, 0, 1, 3, 0, 0, 0]",38
1260,La_Liga,2016,Espanol,"[0, 1, 1, 0, 3, 0, 1, 1, 1, 3, 1, 3, 3, 1, 3, 0, 1, 0, 3, 3, 3, 0, 0, 3, 1, 0, 3, 1, 3, 0, 3, 3, 0, 1, 0, 3, 0, 3]",38
1261,La_Liga,2016,Granada,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 3, 1, 0, 0, 1, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",38
1262,La_Liga,2016,La Coruna,"[3, 1, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 3, 0, 3, 1, 1, 1, 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 3]",38
1263,La_Liga,2016,Las Palmas,"[3, 3, 0, 3, 0, 1, 1, 1, 0, 1, 3, 0, 3, 1, 1, 0, 3, 0, 1, 3, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]",38
1264,La_Liga,2016,Leganes,"[3, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 0, 0, 0, 0, 3, 0, 3, 1, 1]",38
1265,La_Liga,2016,Malaga,"[1, 1, 0, 0, 3, 0, 3, 1, 3, 0, 3, 1, 3, 1, 1, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0, 0, 1, 0, 3, 3, 0, 3, 3, 3, 3, 1, 0]",38
1266,La_Liga,2016,Osasuna,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 1, 0, 1, 0, 3, 0]",38
1267,La_Liga,2016,Real Madrid,"[3, 3, 3, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3]",38
1268,La_Liga,2016,Sevilla,"[3, 1, 3, 1, 3, 0, 3, 3, 3, 1, 0, 3, 3, 0, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 1, 1, 0, 1, 0, 3, 1, 3, 3, 0, 1, 0, 3]",38
1269,La_Liga,2016,Sociedad,"[0, 3, 1, 0, 3, 0, 3, 0, 3, 3, 3, 3, 1, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 1, 3, 0, 0, 1, 0, 3, 0, 3, 3, 3, 1, 1, 1]",38
1270,La_Liga,2016,Sp Gijon,"[3, 1, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 1, 0, 3, 3, 1]",38
1271,La_Liga,2016,Valencia,"[0, 0, 0, 0, 3, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 1, 3, 3, 0, 0, 1, 3, 3, 0, 3, 0, 1, 0, 3, 3, 3, 1, 0, 0, 0, 3, 3, 0]",38
1272,La_Liga,2016,Villarreal,"[1, 1, 3, 3, 1, 3, 1, 3, 3, 0, 3, 0, 0, 1, 3, 3, 1, 1, 0, 3, 1, 1, 3, 0, 3, 3, 3, 0, 0, 3, 3, 0, 3, 3, 3, 0, 1, 3]",38
1273,La_Liga,2017,Alaves,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 3, 0, 3, 0, 3, 1, 0, 3, 3, 3, 0, 3, 0, 0, 0, 1, 3, 3, 0, 3, 0, 3, 3, 0]",38
1274,La_Liga,2017,Ath Bilbao,"[1, 3, 3, 0, 0, 1, 0, 3, 0, 0, 0, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 0, 1, 0, 3, 1, 0, 3, 0, 1, 3, 0, 1, 0, 0, 3, 0, 0]",38
1275,La_Liga,2017,Ath Madrid,"[1, 3, 1, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 1, 3, 0, 1, 3, 0, 3, 1]",38
1276,La_Liga,2017,Barcelona,"[3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 1, 3, 3, 1, 3, 1, 3, 0, 3]",38
1277,La_Liga,2017,Betis,"[0, 3, 0, 3, 3, 3, 1, 0, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 0, 3, 1, 0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 0]",38
1278,La_Liga,2017,Celta,"[0, 0, 3, 0, 1, 3, 1, 3, 0, 0, 3, 0, 3, 1, 0, 0, 3, 1, 3, 3, 3, 0, 1, 0, 3, 0, 3, 0, 1, 1, 3, 0, 1, 1, 0, 1, 0, 3]",38
1279,La_Liga,2017,Eibar,"[3, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 3, 3, 3, 1, 3, 3, 3, 0, 1, 1, 3, 3, 0, 0, 3, 1, 0, 0, 1, 0, 0, 3, 0, 1, 3, 3, 1]",38
1280,La_Liga,2017,Espanol,"[1, 0, 0, 3, 1, 3, 0, 1, 1, 3, 0, 0, 3, 0, 0, 1, 3, 3, 1, 0, 0, 1, 1, 1, 1, 3, 1, 3, 0, 1, 0, 0, 0, 3, 1, 3, 3, 3]",38
1281,La_Liga,2017,Getafe,"[1, 0, 3, 0, 1, 3, 0, 0, 1, 3, 1, 3, 0, 3, 1, 0, 3, 0, 3, 1, 1, 1, 1, 3, 0, 3, 0, 0, 3, 0, 0, 3, 3, 3, 1, 3, 0, 3]",38
1282,La_Liga,2017,Girona,"[1, 3, 0, 0, 1, 0, 1, 0, 3, 3, 3, 1, 1, 0, 3, 3, 0, 0, 3, 1, 1, 3, 0, 3, 0, 3, 3, 3, 0, 1, 0, 0, 3, 0, 1, 0, 0, 3]",38
1283,La_Liga,2017,La Coruna,"[0, 1, 0, 0, 3, 0, 3, 1, 0, 3, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 3, 3, 1, 1, 0, 1, 0, 0]",38
1284,La_Liga,2017,Las Palmas,"[0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",38
1285,La_Liga,2017,Leganes,"[3, 3, 0, 0, 1, 3, 1, 3, 3, 0, 0, 0, 0, 3, 0, 1, 3, 0, 1, 3, 1, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 3, 0, 1, 0, 0, 0, 3]",38
1286,La_Liga,2017,Levante,"[3, 1, 1, 1, 3, 0, 0, 1, 1, 1, 0, 3, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 0]",38
1287,La_Liga,2017,Malaga,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 0]",38
1288,La_Liga,2017,Real Madrid,"[3, 1, 1, 3, 0, 3, 3, 3, 3, 0, 3, 1, 3, 1, 3, 0, 1, 0, 3, 3, 1, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 3, 1, 3, 1, 0, 3, 1]",38
1289,La_Liga,2017,Sevilla,"[1, 3, 3, 3, 3, 0, 3, 0, 0, 3, 0, 3, 3, 3, 0, 1, 0, 0, 0, 3, 1, 0, 3, 3, 0, 3, 3, 0, 0, 1, 0, 1, 1, 0, 3, 3, 1, 3]",38
1290,La_Liga,2017,Sociedad,"[3, 3, 3, 0, 0, 0, 1, 3, 1, 0, 3, 1, 1, 0, 0, 1, 3, 0, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 0, 1, 3, 3, 3, 0, 3, 0, 3, 0]",38
1291,La_Liga,2017,Valencia,"[3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 3, 0, 0, 3, 3, 0, 0, 0, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 0, 1, 1, 0, 3, 3]",38
1292,La_Liga,2017,Villarreal,"[0, 0, 3, 3, 1, 0, 3, 3, 3, 1, 3, 1, 0, 0, 0, 3, 3, 1, 3, 3, 3, 0, 0, 1, 3, 0, 0, 3, 3, 0, 0, 1, 3, 3, 3, 0, 3, 1]",38
1293,La_Liga,2018,Alaves,"[0, 1, 3, 3, 3, 1, 0, 3, 3, 3, 0, 3, 0, 1, 0, 1, 3, 3, 1, 0, 0, 0, 3, 1, 1, 3, 1, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 3]",38
1294,La_Liga,2018,Ath Bilbao,"[3, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 3, 1, 1, 3, 3, 1, 3, 0, 1, 3, 3, 0, 1, 3, 3, 3, 0, 3, 0, 3, 1, 0, 3, 0]",38
1295,La_Liga,2018,Ath Madrid,"[1, 3, 0, 1, 3, 3, 1, 3, 1, 3, 1, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 0, 1, 1]",38
1296,La_Liga,2018,Barcelona,"[3, 3, 3, 3, 1, 0, 1, 1, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3, 1]",38
1297,La_Liga,2018,Betis,"[0, 1, 3, 1, 1, 3, 3, 0, 0, 0, 1, 3, 0, 3, 3, 3, 1, 0, 0, 3, 0, 3, 0, 1, 3, 0, 3, 0, 1, 0, 3, 0, 0, 0, 1, 0, 3, 3]",38
1298,La_Liga,2018,Celta,"[1, 3, 3, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 3, 1, 3, 0, 3, 1, 1, 3, 0, 1]",38
1299,La_Liga,2018,Eibar,"[0, 0, 3, 1, 3, 0, 0, 3, 1, 0, 3, 1, 3, 0, 1, 1, 1, 1, 0, 3, 1, 3, 1, 1, 0, 3, 1, 0, 1, 3, 0, 1, 0, 0, 3, 3, 0, 1]",38
1300,La_Liga,2018,Espanol,"[1, 3, 0, 3, 0, 3, 1, 3, 3, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 3, 1, 1, 3, 1, 0, 0, 1, 3, 3, 1, 1, 1, 3, 3, 3]",38
1301,La_Liga,2018,Getafe,"[0, 3, 1, 3, 0, 1, 1, 0, 3, 3, 1, 0, 1, 3, 1, 3, 1, 0, 3, 3, 0, 1, 3, 1, 3, 3, 3, 1, 0, 1, 3, 1, 3, 1, 0, 3, 0, 1]",38
1302,La_Liga,2018,Girona,"[1, 0, 3, 3, 1, 0, 1, 0, 1, 3, 3, 1, 3, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 3, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]",38
1303,La_Liga,2018,Huesca,"[3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 1, 3, 3, 0, 1, 3, 0, 0, 0, 1, 1, 1, 1, 3, 1, 0, 0, 3]",38
1304,La_Liga,2018,Leganes,"[0, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 1, 3, 3, 1, 1, 1, 0, 3, 0, 1, 3, 3, 0, 1, 3, 0, 0, 3, 3, 1, 1, 0, 0, 1, 3, 0, 0]",38
1305,La_Liga,2018,Levante,"[3, 0, 1, 0, 0, 0, 3, 3, 3, 3, 1, 0, 1, 3, 1, 0, 0, 1, 0, 3, 0, 1, 0, 3, 0, 0, 0, 1, 1, 0, 1, 0, 1, 3, 0, 3, 3, 1]",38
1306,La_Liga,2018,Real Madrid,"[3, 3, 3, 1, 3, 0, 1, 0, 0, 0, 3, 3, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 0, 3, 1, 3, 1, 0, 3, 0, 0]",38
1307,La_Liga,2018,Sevilla,"[3, 1, 0, 0, 3, 3, 3, 3, 0, 3, 1, 3, 3, 1, 1, 3, 1, 1, 0, 0, 3, 0, 1, 0, 0, 0, 3, 3, 0, 3, 3, 3, 0, 3, 0, 0, 1, 3]",38
1308,La_Liga,2018,Sociedad,"[3, 1, 0, 0, 3, 1, 0, 3, 1, 0, 1, 3, 3, 0, 0, 0, 0, 3, 3, 1, 1, 3, 1, 3, 1, 0, 0, 1, 1, 3, 0, 1, 0, 0, 3, 3, 3, 0]",38
1309,La_Liga,2018,Valencia,"[1, 0, 1, 1, 1, 1, 3, 1, 1, 1, 0, 3, 3, 0, 1, 1, 3, 0, 1, 3, 3, 1, 1, 1, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 3, 3, 3]",38
1310,La_Liga,2018,Valladolid,"[1, 0, 1, 0, 1, 3, 3, 3, 3, 1, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 1, 1, 3, 0, 3, 3, 0]",38
1311,La_Liga,2018,Vallecano,"[0, 0, 3, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 3, 3, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 3, 0, 0, 1]",38
1312,La_Liga,2018,Villarreal,"[0, 1, 0, 3, 1, 3, 0, 0, 1, 0, 1, 1, 3, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 3, 0, 0, 3, 3, 0, 1, 0, 3, 3, 3, 1, 0, 3, 1]",38
1313,La_Liga,2019,Alaves,"[3, 1, 1, 0, 0, 0, 3, 0, 3, 0, 1, 0, 3, 3, 0, 0, 1, 0, 1, 3, 0, 1, 3, 0, 3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 3, 0]",38
